name,class,chromosome,position_hg38,bin,source,doi
bg_0738,background,chr6,26436500,26436,uniform random atlas bin (seed 20260702),
bg_0739,background,chr6,27948500,27948,uniform random atlas bin (seed 20260702),
bg_0740,background,chr6,27966500,27966,uniform random atlas bin (seed 20260702),
bg_0741,background,chr6,28587500,28587,uniform random atlas bin (seed 20260702),
bg_0742,background,chr6,33494500,33494,uniform random atlas bin (seed 20260702),
bg_0743,background,chr6,38029500,38029,uniform random atlas bin (seed 20260702),
bg_0744,background,chr6,42379500,42379,uniform random atlas bin (seed 20260702),
bg_0745,background,chr6,42625500,42625,uniform random atlas bin (seed 20260702),
bg_0746,background,chr6,43017500,43017,uniform random atlas bin (seed 20260702),
bg_0747,background,chr6,44084500,44084,uniform random atlas bin (seed 20260702),
bg_0748,background,chr6,44450500,44450,uniform random atlas bin (seed 20260702),
bg_0749,background,chr6,44816500,44816,uniform random atlas bin (seed 20260702),
bg_0750,background,chr6,44952500,44952,uniform random atlas bin (seed 20260702),
bg_0751,background,chr6,46654500,46654,uniform random atlas bin (seed 20260702),
bg_0752,background,chr6,51159500,51159,uniform random atlas bin (seed 20260702),
bg_0753,background,chr6,51444500,51444,uniform random atlas bin (seed 20260702),
bg_0754,background,chr6,55988500,55988,uniform random atlas bin (seed 20260702),
bg_0755,background,chr6,56456500,56456,uniform random atlas bin (seed 20260702),
bg_0756,background,chr6,56770500,56770,uniform random atlas bin (seed 20260702),
bg_0757,background,chr6,58944500,58944,uniform random atlas bin (seed 20260702),
bg_0758,background,chr6,59722500,59722,uniform random atlas bin (seed 20260702),
bg_0759,background,chr6,61399500,61399,uniform random atlas bin (seed 20260702),
bg_0760,background,chr6,62184500,62184,uniform random atlas bin (seed 20260702),
bg_0761,background,chr6,63626500,63626,uniform random atlas bin (seed 20260702),
bg_0762,background,chr6,63627500,63627,uniform random atlas bin (seed 20260702),
bg_0763,background,chr6,65442500,65442,uniform random atlas bin (seed 20260702),
bg_0764,background,chr6,65726500,65726,uniform random atlas bin (seed 20260702),
bg_0765,background,chr6,66170500,66170,uniform random atlas bin (seed 20260702),
bg_0766,background,chr6,66784500,66784,uniform random atlas bin (seed 20260702),
bg_0767,background,chr6,70799500,70799,uniform random atlas bin (seed 20260702),
bg_0768,background,chr6,73570500,73570,uniform random atlas bin (seed 20260702),
bg_0769,background,chr6,77919500,77919,uniform random atlas bin (seed 20260702),
bg_0770,background,chr6,79505500,79505,uniform random atlas bin (seed 20260702),
bg_0771,background,chr6,79810500,79810,uniform random atlas bin (seed 20260702),
bg_0772,background,chr6,82376500,82376,uniform random atlas bin (seed 20260702),
bg_0773,background,chr6,83576500,83576,uniform random atlas bin (seed 20260702),
bg_0774,background,chr6,87014500,87014,uniform random atlas bin (seed 20260702),
bg_0775,background,chr6,88523500,88523,uniform random atlas bin (seed 20260702),
bg_0776,background,chr6,89536500,89536,uniform random atlas bin (seed 20260702),
bg_0777,background,chr6,89936500,89936,uniform random atlas bin (seed 20260702),
bg_0778,background,chr6,97199500,97199,uniform random atlas bin (seed 20260702),
bg_0779,background,chr6,97460500,97460,uniform random atlas bin (seed 20260702),
bg_0780,background,chr6,99139500,99139,uniform random atlas bin (seed 20260702),
bg_0781,background,chr6,101265500,101265,uniform random atlas bin (seed 20260702),
bg_0782,background,chr6,103372500,103372,uniform random atlas bin (seed 20260702),
bg_0783,background,chr6,104073500,104073,uniform random atlas bin (seed 20260702),
bg_0784,background,chr6,104688500,104688,uniform random atlas bin (seed 20260702),
bg_0785,background,chr6,105600500,105600,uniform random atlas bin (seed 20260702),
bg_0786,background,chr6,105905500,105905,uniform random atlas bin (seed 20260702),
bg_0787,background,chr6,106821500,106821,uniform random atlas bin (seed 20260702),
bg_0788,background,chr6,107897500,107897,uniform random atlas bin (seed 20260702),
bg_0789,background,chr6,109780500,109780,uniform random atlas bin (seed 20260702),
bg_0790,background,chr6,112328500,112328,uniform random atlas bin (seed 20260702),
bg_0791,background,chr6,115820500,115820,uniform random atlas bin (seed 20260702),
bg_0792,background,chr6,122132500,122132,uniform random atlas bin (seed 20260702),
bg_0793,background,chr6,125416500,125416,uniform random atlas bin (seed 20260702),
bg_0794,background,chr6,125460500,125460,uniform random atlas bin (seed 20260702),
bg_0795,background,chr6,126043500,126043,uniform random atlas bin (seed 20260702),
bg_0796,background,chr6,128059500,128059,uniform random atlas bin (seed 20260702),
bg_0797,background,chr6,129342500,129342,uniform random atlas bin (seed 20260702),
bg_0798,background,chr6,136016500,136016,uniform random atlas bin (seed 20260702),
bg_0799,background,chr6,137614500,137614,uniform random atlas bin (seed 20260702),
bg_0800,background,chr6,138066500,138066,uniform random atlas bin (seed 20260702),
bg_0801,background,chr6,138958500,138958,uniform random atlas bin (seed 20260702),
bg_0802,background,chr6,140431500,140431,uniform random atlas bin (seed 20260702),
bg_0803,background,chr6,140658500,140658,uniform random atlas bin (seed 20260702),
bg_0804,background,chr6,140696500,140696,uniform random atlas bin (seed 20260702),
bg_0805,background,chr6,142053500,142053,uniform random atlas bin (seed 20260702),
bg_0806,background,chr6,143447500,143447,uniform random atlas bin (seed 20260702),
bg_0807,background,chr6,145650500,145650,uniform random atlas bin (seed 20260702),
bg_0808,background,chr6,147453500,147453,uniform random atlas bin (seed 20260702),
bg_0809,background,chr6,149257500,149257,uniform random atlas bin (seed 20260702),
bg_0810,background,chr6,149549500,149549,uniform random atlas bin (seed 20260702),
bg_0811,background,chr6,150600500,150600,uniform random atlas bin (seed 20260702),
bg_0812,background,chr6,151360500,151360,uniform random atlas bin (seed 20260702),
bg_0813,background,chr6,154481500,154481,uniform random atlas bin (seed 20260702),
bg_0814,background,chr6,156382500,156382,uniform random atlas bin (seed 20260702),
bg_0815,background,chr6,156970500,156970,uniform random atlas bin (seed 20260702),
bg_0816,background,chr6,158659500,158659,uniform random atlas bin (seed 20260702),
bg_0817,background,chr6,159201500,159201,uniform random atlas bin (seed 20260702),
bg_0818,background,chr6,160128500,160128,uniform random atlas bin (seed 20260702),
bg_0819,background,chr6,161130500,161130,uniform random atlas bin (seed 20260702),
bg_0820,background,chr6,162532500,162532,uniform random atlas bin (seed 20260702),
bg_0821,background,chr6,165177500,165177,uniform random atlas bin (seed 20260702),
bg_0822,background,chr6,165269500,165269,uniform random atlas bin (seed 20260702),
bg_0823,background,chr6,166272500,166272,uniform random atlas bin (seed 20260702),
bg_0824,background,chr6,169249500,169249,uniform random atlas bin (seed 20260702),
bg_0825,background,chr7,94500,94,uniform random atlas bin (seed 20260702),
bg_0826,background,chr7,1179500,1179,uniform random atlas bin (seed 20260702),
bg_0827,background,chr7,2827500,2827,uniform random atlas bin (seed 20260702),
bg_0828,background,chr7,7437500,7437,uniform random atlas bin (seed 20260702),
bg_0829,background,chr7,8321500,8321,uniform random atlas bin (seed 20260702),
bg_0830,background,chr7,11564500,11564,uniform random atlas bin (seed 20260702),
bg_0831,background,chr7,13368500,13368,uniform random atlas bin (seed 20260702),
bg_0832,background,chr7,13393500,13393,uniform random atlas bin (seed 20260702),
bg_0833,background,chr7,18526500,18526,uniform random atlas bin (seed 20260702),
bg_0834,background,chr7,19168500,19168,uniform random atlas bin (seed 20260702),
bg_0835,background,chr7,19993500,19993,uniform random atlas bin (seed 20260702),
bg_0836,background,chr7,20316500,20316,uniform random atlas bin (seed 20260702),
bg_0837,background,chr7,23176500,23176,uniform random atlas bin (seed 20260702),
bg_0838,background,chr7,25003500,25003,uniform random atlas bin (seed 20260702),
bg_0839,background,chr7,25110500,25110,uniform random atlas bin (seed 20260702),
bg_0840,background,chr7,25219500,25219,uniform random atlas bin (seed 20260702),
bg_0841,background,chr7,25346500,25346,uniform random atlas bin (seed 20260702),
bg_0842,background,chr7,25985500,25985,uniform random atlas bin (seed 20260702),
bg_0843,background,chr7,27022500,27022,uniform random atlas bin (seed 20260702),
bg_0844,background,chr7,28659500,28659,uniform random atlas bin (seed 20260702),
bg_0845,background,chr7,29081500,29081,uniform random atlas bin (seed 20260702),
bg_0846,background,chr7,31772500,31772,uniform random atlas bin (seed 20260702),
bg_0847,background,chr7,33673500,33673,uniform random atlas bin (seed 20260702),
bg_0848,background,chr7,34851500,34851,uniform random atlas bin (seed 20260702),
bg_0849,background,chr7,36484500,36484,uniform random atlas bin (seed 20260702),
bg_0850,background,chr7,37991500,37991,uniform random atlas bin (seed 20260702),
bg_0851,background,chr7,38761500,38761,uniform random atlas bin (seed 20260702),
bg_0852,background,chr7,41652500,41652,uniform random atlas bin (seed 20260702),
bg_0853,background,chr7,42898500,42898,uniform random atlas bin (seed 20260702),
bg_0854,background,chr7,44566500,44566,uniform random atlas bin (seed 20260702),
bg_0855,background,chr7,50913500,50913,uniform random atlas bin (seed 20260702),
bg_0856,background,chr7,52718500,52718,uniform random atlas bin (seed 20260702),
bg_0857,background,chr7,54036500,54036,uniform random atlas bin (seed 20260702),
bg_0858,background,chr7,54929500,54929,uniform random atlas bin (seed 20260702),
bg_0859,background,chr7,60267500,60267,uniform random atlas bin (seed 20260702),
bg_0860,background,chr7,60579500,60579,uniform random atlas bin (seed 20260702),
bg_0861,background,chr7,60814500,60814,uniform random atlas bin (seed 20260702),
bg_0862,background,chr7,64690500,64690,uniform random atlas bin (seed 20260702),
bg_0863,background,chr7,65432500,65432,uniform random atlas bin (seed 20260702),
bg_0864,background,chr7,66414500,66414,uniform random atlas bin (seed 20260702),
bg_0865,background,chr7,68153500,68153,uniform random atlas bin (seed 20260702),
bg_0866,background,chr7,68779500,68779,uniform random atlas bin (seed 20260702),
bg_0867,background,chr7,69756500,69756,uniform random atlas bin (seed 20260702),
bg_0868,background,chr7,69882500,69882,uniform random atlas bin (seed 20260702),
bg_0869,background,chr7,70112500,70112,uniform random atlas bin (seed 20260702),
bg_0870,background,chr7,71298500,71298,uniform random atlas bin (seed 20260702),
bg_0871,background,chr7,72042500,72042,uniform random atlas bin (seed 20260702),
bg_0872,background,chr7,74737500,74737,uniform random atlas bin (seed 20260702),
bg_0873,background,chr7,75805500,75805,uniform random atlas bin (seed 20260702),
bg_0874,background,chr7,76354500,76354,uniform random atlas bin (seed 20260702),
bg_0875,background,chr7,78595500,78595,uniform random atlas bin (seed 20260702),
bg_0876,background,chr7,78718500,78718,uniform random atlas bin (seed 20260702),
bg_0877,background,chr7,79250500,79250,uniform random atlas bin (seed 20260702),
bg_0878,background,chr7,80071500,80071,uniform random atlas bin (seed 20260702),
bg_0879,background,chr7,81035500,81035,uniform random atlas bin (seed 20260702),
bg_0880,background,chr7,81207500,81207,uniform random atlas bin (seed 20260702),
bg_0881,background,chr7,87455500,87455,uniform random atlas bin (seed 20260702),
bg_0882,background,chr7,90588500,90588,uniform random atlas bin (seed 20260702),
bg_0883,background,chr7,92957500,92957,uniform random atlas bin (seed 20260702),
bg_0884,background,chr7,94360500,94360,uniform random atlas bin (seed 20260702),
bg_0885,background,chr7,95085500,95085,uniform random atlas bin (seed 20260702),
bg_0886,background,chr7,97147500,97147,uniform random atlas bin (seed 20260702),
bg_0887,background,chr7,98436500,98436,uniform random atlas bin (seed 20260702),
bg_0888,background,chr7,101443500,101443,uniform random atlas bin (seed 20260702),
bg_0889,background,chr7,103522500,103522,uniform random atlas bin (seed 20260702),
bg_0890,background,chr7,103726500,103726,uniform random atlas bin (seed 20260702),
bg_0891,background,chr7,104252500,104252,uniform random atlas bin (seed 20260702),
bg_0892,background,chr7,105216500,105216,uniform random atlas bin (seed 20260702),
bg_0893,background,chr7,105274500,105274,uniform random atlas bin (seed 20260702),
bg_0894,background,chr7,108178500,108178,uniform random atlas bin (seed 20260702),
bg_0895,background,chr7,110880500,110880,uniform random atlas bin (seed 20260702),
bg_0896,background,chr7,116173500,116173,uniform random atlas bin (seed 20260702),
bg_0897,background,chr7,116636500,116636,uniform random atlas bin (seed 20260702),
bg_0898,background,chr7,118569500,118569,uniform random atlas bin (seed 20260702),
bg_0899,background,chr7,119823500,119823,uniform random atlas bin (seed 20260702),
bg_0900,background,chr7,122234500,122234,uniform random atlas bin (seed 20260702),
bg_0901,background,chr7,122793500,122793,uniform random atlas bin (seed 20260702),
bg_0902,background,chr7,124353500,124353,uniform random atlas bin (seed 20260702),
bg_0903,background,chr7,125204500,125204,uniform random atlas bin (seed 20260702),
bg_0904,background,chr7,127792500,127792,uniform random atlas bin (seed 20260702),
bg_0905,background,chr7,128443500,128443,uniform random atlas bin (seed 20260702),
bg_0906,background,chr7,128541500,128541,uniform random atlas bin (seed 20260702),
bg_0907,background,chr7,129080500,129080,uniform random atlas bin (seed 20260702),
bg_0908,background,chr7,130054500,130054,uniform random atlas bin (seed 20260702),
bg_0909,background,chr7,133493500,133493,uniform random atlas bin (seed 20260702),
bg_0910,background,chr7,133506500,133506,uniform random atlas bin (seed 20260702),
bg_0911,background,chr7,133759500,133759,uniform random atlas bin (seed 20260702),
bg_0912,background,chr7,134216500,134216,uniform random atlas bin (seed 20260702),
bg_0913,background,chr7,134220500,134220,uniform random atlas bin (seed 20260702),
bg_0914,background,chr7,134590500,134590,uniform random atlas bin (seed 20260702),
bg_0915,background,chr7,135820500,135820,uniform random atlas bin (seed 20260702),
bg_0916,background,chr7,136704500,136704,uniform random atlas bin (seed 20260702),
bg_0917,background,chr7,137431500,137431,uniform random atlas bin (seed 20260702),
bg_0918,background,chr7,140984500,140984,uniform random atlas bin (seed 20260702),
bg_0919,background,chr7,141783500,141783,uniform random atlas bin (seed 20260702),
bg_0920,background,chr7,147045500,147045,uniform random atlas bin (seed 20260702),
bg_0921,background,chr7,149104500,149104,uniform random atlas bin (seed 20260702),
bg_0922,background,chr7,149240500,149240,uniform random atlas bin (seed 20260702),
bg_0923,background,chr7,149765500,149765,uniform random atlas bin (seed 20260702),
bg_0924,background,chr7,151340500,151340,uniform random atlas bin (seed 20260702),
bg_0925,background,chr7,151592500,151592,uniform random atlas bin (seed 20260702),
bg_0926,background,chr7,152429500,152429,uniform random atlas bin (seed 20260702),
bg_0927,background,chr7,153352500,153352,uniform random atlas bin (seed 20260702),
bg_0928,background,chr7,153838500,153838,uniform random atlas bin (seed 20260702),
bg_0929,background,chr8,1669500,1669,uniform random atlas bin (seed 20260702),
bg_0930,background,chr8,3157500,3157,uniform random atlas bin (seed 20260702),
bg_0931,background,chr8,4679500,4679,uniform random atlas bin (seed 20260702),
bg_0932,background,chr8,5367500,5367,uniform random atlas bin (seed 20260702),
bg_0933,background,chr8,7925500,7925,uniform random atlas bin (seed 20260702),
bg_0934,background,chr8,8055500,8055,uniform random atlas bin (seed 20260702),
bg_0935,background,chr8,11915500,11915,uniform random atlas bin (seed 20260702),
bg_0936,background,chr8,13538500,13538,uniform random atlas bin (seed 20260702),
bg_0937,background,chr8,13539500,13539,uniform random atlas bin (seed 20260702),
bg_0938,background,chr8,16633500,16633,uniform random atlas bin (seed 20260702),
bg_0939,background,chr8,16783500,16783,uniform random atlas bin (seed 20260702),
bg_0940,background,chr8,17215500,17215,uniform random atlas bin (seed 20260702),
bg_0941,background,chr8,18956500,18956,uniform random atlas bin (seed 20260702),
bg_0942,background,chr8,20725500,20725,uniform random atlas bin (seed 20260702),
bg_0943,background,chr8,27257500,27257,uniform random atlas bin (seed 20260702),
bg_0944,background,chr8,27382500,27382,uniform random atlas bin (seed 20260702),
bg_0945,background,chr8,29102500,29102,uniform random atlas bin (seed 20260702),
bg_0946,background,chr8,29116500,29116,uniform random atlas bin (seed 20260702),
bg_0947,background,chr8,29611500,29611,uniform random atlas bin (seed 20260702),
bg_0948,background,chr8,30081500,30081,uniform random atlas bin (seed 20260702),
bg_0949,background,chr8,30766500,30766,uniform random atlas bin (seed 20260702),
bg_0950,background,chr8,31611500,31611,uniform random atlas bin (seed 20260702),
bg_0951,background,chr8,32967500,32967,uniform random atlas bin (seed 20260702),
bg_0952,background,chr8,33512500,33512,uniform random atlas bin (seed 20260702),
bg_0953,background,chr8,34856500,34856,uniform random atlas bin (seed 20260702),
bg_0954,background,chr8,34940500,34940,uniform random atlas bin (seed 20260702),
bg_0955,background,chr8,36947500,36947,uniform random atlas bin (seed 20260702),
bg_0956,background,chr8,37199500,37199,uniform random atlas bin (seed 20260702),
bg_0957,background,chr8,39614500,39614,uniform random atlas bin (seed 20260702),
bg_0958,background,chr8,40455500,40455,uniform random atlas bin (seed 20260702),
bg_0959,background,chr8,40531500,40531,uniform random atlas bin (seed 20260702),
bg_0960,background,chr8,41223500,41223,uniform random atlas bin (seed 20260702),
bg_0961,background,chr8,46050500,46050,uniform random atlas bin (seed 20260702),
bg_0962,background,chr8,46696500,46696,uniform random atlas bin (seed 20260702),
bg_0963,background,chr8,47211500,47211,uniform random atlas bin (seed 20260702),
bg_0964,background,chr8,47369500,47369,uniform random atlas bin (seed 20260702),
bg_0965,background,chr8,50773500,50773,uniform random atlas bin (seed 20260702),
bg_0966,background,chr8,51406500,51406,uniform random atlas bin (seed 20260702),
bg_0967,background,chr8,55615500,55615,uniform random atlas bin (seed 20260702),
bg_0968,background,chr8,57114500,57114,uniform random atlas bin (seed 20260702),
bg_0969,background,chr8,57237500,57237,uniform random atlas bin (seed 20260702),
bg_0970,background,chr8,57715500,57715,uniform random atlas bin (seed 20260702),
bg_0971,background,chr8,60991500,60991,uniform random atlas bin (seed 20260702),
bg_0972,background,chr8,64920500,64920,uniform random atlas bin (seed 20260702),
bg_0973,background,chr8,65981500,65981,uniform random atlas bin (seed 20260702),
bg_0974,background,chr8,66356500,66356,uniform random atlas bin (seed 20260702),
bg_0975,background,chr8,72042500,72042,uniform random atlas bin (seed 20260702),
bg_0976,background,chr8,73761500,73761,uniform random atlas bin (seed 20260702),
bg_0977,background,chr8,74972500,74972,uniform random atlas bin (seed 20260702),
bg_0978,background,chr8,75729500,75729,uniform random atlas bin (seed 20260702),
bg_0979,background,chr8,79175500,79175,uniform random atlas bin (seed 20260702),
bg_0980,background,chr8,80791500,80791,uniform random atlas bin (seed 20260702),
bg_0981,background,chr8,82255500,82255,uniform random atlas bin (seed 20260702),
bg_0982,background,chr8,82545500,82545,uniform random atlas bin (seed 20260702),
bg_0983,background,chr8,83218500,83218,uniform random atlas bin (seed 20260702),
bg_0984,background,chr8,83535500,83535,uniform random atlas bin (seed 20260702),
bg_0985,background,chr8,86377500,86377,uniform random atlas bin (seed 20260702),
bg_0986,background,chr8,89690500,89690,uniform random atlas bin (seed 20260702),
bg_0987,background,chr8,89858500,89858,uniform random atlas bin (seed 20260702),
bg_0988,background,chr8,90198500,90198,uniform random atlas bin (seed 20260702),
bg_0989,background,chr8,92231500,92231,uniform random atlas bin (seed 20260702),
bg_0990,background,chr8,92767500,92767,uniform random atlas bin (seed 20260702),
bg_0991,background,chr8,93760500,93760,uniform random atlas bin (seed 20260702),
bg_0992,background,chr8,94572500,94572,uniform random atlas bin (seed 20260702),
bg_0993,background,chr8,97809500,97809,uniform random atlas bin (seed 20260702),
bg_0994,background,chr8,98013500,98013,uniform random atlas bin (seed 20260702),
bg_0995,background,chr8,100914500,100914,uniform random atlas bin (seed 20260702),
bg_0996,background,chr8,101614500,101614,uniform random atlas bin (seed 20260702),
bg_0997,background,chr8,102738500,102738,uniform random atlas bin (seed 20260702),
bg_0998,background,chr8,102801500,102801,uniform random atlas bin (seed 20260702),
bg_0999,background,chr8,103090500,103090,uniform random atlas bin (seed 20260702),
bg_1000,background,chr8,103496500,103496,uniform random atlas bin (seed 20260702),
bg_1001,background,chr8,105012500,105012,uniform random atlas bin (seed 20260702),
bg_1002,background,chr8,107769500,107769,uniform random atlas bin (seed 20260702),
bg_1003,background,chr8,110225500,110225,uniform random atlas bin (seed 20260702),
bg_1004,background,chr8,110676500,110676,uniform random atlas bin (seed 20260702),
bg_1005,background,chr8,112473500,112473,uniform random atlas bin (seed 20260702),
bg_1006,background,chr8,114854500,114854,uniform random atlas bin (seed 20260702),
bg_1007,background,chr8,114863500,114863,uniform random atlas bin (seed 20260702),
bg_1008,background,chr8,120769500,120769,uniform random atlas bin (seed 20260702),
bg_1009,background,chr8,120825500,120825,uniform random atlas bin (seed 20260702),
bg_1010,background,chr8,121160500,121160,uniform random atlas bin (seed 20260702),
bg_1011,background,chr8,123293500,123293,uniform random atlas bin (seed 20260702),
bg_1012,background,chr8,123573500,123573,uniform random atlas bin (seed 20260702),
bg_1013,background,chr8,123766500,123766,uniform random atlas bin (seed 20260702),
bg_1014,background,chr8,126398500,126398,uniform random atlas bin (seed 20260702),
bg_1015,background,chr8,130078500,130078,uniform random atlas bin (seed 20260702),
bg_1016,background,chr8,133900500,133900,uniform random atlas bin (seed 20260702),
bg_1017,background,chr8,135161500,135161,uniform random atlas bin (seed 20260702),
bg_1018,background,chr8,135540500,135540,uniform random atlas bin (seed 20260702),
bg_1019,background,chr8,135954500,135954,uniform random atlas bin (seed 20260702),
bg_1020,background,chr8,136555500,136555,uniform random atlas bin (seed 20260702),
bg_1021,background,chr8,138959500,138959,uniform random atlas bin (seed 20260702),
bg_1022,background,chr8,140018500,140018,uniform random atlas bin (seed 20260702),
bg_1023,background,chr8,140067500,140067,uniform random atlas bin (seed 20260702),
bg_1024,background,chr8,141175500,141175,uniform random atlas bin (seed 20260702),
bg_1025,background,chr8,141766500,141766,uniform random atlas bin (seed 20260702),
bg_1026,background,chr8,143123500,143123,uniform random atlas bin (seed 20260702),
bg_1027,background,chr9,133500,133,uniform random atlas bin (seed 20260702),
bg_1028,background,chr9,786500,786,uniform random atlas bin (seed 20260702),
bg_1029,background,chr9,1008500,1008,uniform random atlas bin (seed 20260702),
bg_1030,background,chr9,1209500,1209,uniform random atlas bin (seed 20260702),
bg_1031,background,chr9,1435500,1435,uniform random atlas bin (seed 20260702),
bg_1032,background,chr9,3429500,3429,uniform random atlas bin (seed 20260702),
bg_1033,background,chr9,6400500,6400,uniform random atlas bin (seed 20260702),
bg_1034,background,chr9,11854500,11854,uniform random atlas bin (seed 20260702),
bg_1035,background,chr9,12611500,12611,uniform random atlas bin (seed 20260702),
bg_1036,background,chr9,13607500,13607,uniform random atlas bin (seed 20260702),
bg_1037,background,chr9,14647500,14647,uniform random atlas bin (seed 20260702),
bg_1038,background,chr9,18261500,18261,uniform random atlas bin (seed 20260702),
bg_1039,background,chr9,18957500,18957,uniform random atlas bin (seed 20260702),
bg_1040,background,chr9,21363500,21363,uniform random atlas bin (seed 20260702),
bg_1041,background,chr9,22301500,22301,uniform random atlas bin (seed 20260702),
bg_1042,background,chr9,22524500,22524,uniform random atlas bin (seed 20260702),
bg_1043,background,chr9,22666500,22666,uniform random atlas bin (seed 20260702),
bg_1044,background,chr9,23535500,23535,uniform random atlas bin (seed 20260702),
bg_1045,background,chr9,25131500,25131,uniform random atlas bin (seed 20260702),
bg_1046,background,chr9,28104500,28104,uniform random atlas bin (seed 20260702),
bg_1047,background,chr9,28786500,28786,uniform random atlas bin (seed 20260702),
bg_1048,background,chr9,30476500,30476,uniform random atlas bin (seed 20260702),
bg_1049,background,chr9,32100500,32100,uniform random atlas bin (seed 20260702),
bg_1050,background,chr9,32398500,32398,uniform random atlas bin (seed 20260702),
bg_1051,background,chr9,33681500,33681,uniform random atlas bin (seed 20260702),
bg_1052,background,chr9,39164500,39164,uniform random atlas bin (seed 20260702),
bg_1053,background,chr9,41309500,41309,uniform random atlas bin (seed 20260702),
bg_1054,background,chr9,44894500,44894,uniform random atlas bin (seed 20260702),
bg_1055,background,chr9,47205500,47205,uniform random atlas bin (seed 20260702),
bg_1056,background,chr9,48015500,48015,uniform random atlas bin (seed 20260702),
bg_1057,background,chr9,48445500,48445,uniform random atlas bin (seed 20260702),
bg_1058,background,chr9,49921500,49921,uniform random atlas bin (seed 20260702),
bg_1059,background,chr9,50673500,50673,uniform random atlas bin (seed 20260702),
bg_1060,background,chr9,53537500,53537,uniform random atlas bin (seed 20260702),
bg_1061,background,chr9,54058500,54058,uniform random atlas bin (seed 20260702),
bg_1062,background,chr9,54127500,54127,uniform random atlas bin (seed 20260702),
bg_1063,background,chr9,54988500,54988,uniform random atlas bin (seed 20260702),
bg_1064,background,chr9,56102500,56102,uniform random atlas bin (seed 20260702),
bg_1065,background,chr9,56626500,56626,uniform random atlas bin (seed 20260702),
bg_1066,background,chr9,57411500,57411,uniform random atlas bin (seed 20260702),
bg_1067,background,chr9,58879500,58879,uniform random atlas bin (seed 20260702),
bg_1068,background,chr9,63239500,63239,uniform random atlas bin (seed 20260702),
bg_1069,background,chr9,64089500,64089,uniform random atlas bin (seed 20260702),
bg_1070,background,chr9,64116500,64116,uniform random atlas bin (seed 20260702),
bg_1071,background,chr9,64165500,64165,uniform random atlas bin (seed 20260702),
bg_1072,background,chr9,67167500,67167,uniform random atlas bin (seed 20260702),
bg_1073,background,chr9,67628500,67628,uniform random atlas bin (seed 20260702),
bg_1074,background,chr9,68551500,68551,uniform random atlas bin (seed 20260702),
bg_1075,background,chr9,70977500,70977,uniform random atlas bin (seed 20260702),
bg_1076,background,chr9,71201500,71201,uniform random atlas bin (seed 20260702),
bg_1077,background,chr9,74209500,74209,uniform random atlas bin (seed 20260702),
bg_1078,background,chr9,76751500,76751,uniform random atlas bin (seed 20260702),
bg_1079,background,chr9,77038500,77038,uniform random atlas bin (seed 20260702),
bg_1080,background,chr9,77616500,77616,uniform random atlas bin (seed 20260702),
bg_1081,background,chr9,80424500,80424,uniform random atlas bin (seed 20260702),
bg_1082,background,chr9,82758500,82758,uniform random atlas bin (seed 20260702),
bg_1083,background,chr9,83517500,83517,uniform random atlas bin (seed 20260702),
bg_1084,background,chr9,84321500,84321,uniform random atlas bin (seed 20260702),
bg_1085,background,chr9,84782500,84782,uniform random atlas bin (seed 20260702),
bg_1086,background,chr9,88441500,88441,uniform random atlas bin (seed 20260702),
bg_1087,background,chr9,89912500,89912,uniform random atlas bin (seed 20260702),
bg_1088,background,chr9,90812500,90812,uniform random atlas bin (seed 20260702),
bg_1089,background,chr9,94432500,94432,uniform random atlas bin (seed 20260702),
bg_1090,background,chr9,97289500,97289,uniform random atlas bin (seed 20260702),
bg_1091,background,chr9,97851500,97851,uniform random atlas bin (seed 20260702),
bg_1092,background,chr9,98602500,98602,uniform random atlas bin (seed 20260702),
bg_1093,background,chr9,103649500,103649,uniform random atlas bin (seed 20260702),
bg_1094,background,chr9,106712500,106712,uniform random atlas bin (seed 20260702),
bg_1095,background,chr9,106735500,106735,uniform random atlas bin (seed 20260702),
bg_1096,background,chr9,106778500,106778,uniform random atlas bin (seed 20260702),
bg_1097,background,chr9,107010500,107010,uniform random atlas bin (seed 20260702),
bg_1098,background,chr9,107336500,107336,uniform random atlas bin (seed 20260702),
bg_1099,background,chr9,108448500,108448,uniform random atlas bin (seed 20260702),
bg_1100,background,chr9,109134500,109134,uniform random atlas bin (seed 20260702),
bg_1101,background,chr9,110661500,110661,uniform random atlas bin (seed 20260702),
bg_1102,background,chr9,110762500,110762,uniform random atlas bin (seed 20260702),
bg_1103,background,chr9,114403500,114403,uniform random atlas bin (seed 20260702),
bg_1104,background,chr9,114888500,114888,uniform random atlas bin (seed 20260702),
bg_1105,background,chr9,115973500,115973,uniform random atlas bin (seed 20260702),
bg_1106,background,chr9,117652500,117652,uniform random atlas bin (seed 20260702),
bg_1107,background,chr9,118757500,118757,uniform random atlas bin (seed 20260702),
bg_1108,background,chr9,118888500,118888,uniform random atlas bin (seed 20260702),
bg_1109,background,chr9,118962500,118962,uniform random atlas bin (seed 20260702),
bg_1110,background,chr9,119290500,119290,uniform random atlas bin (seed 20260702),
bg_1111,background,chr9,119568500,119568,uniform random atlas bin (seed 20260702),
bg_1112,background,chr9,120669500,120669,uniform random atlas bin (seed 20260702),
bg_1113,background,chr9,121650500,121650,uniform random atlas bin (seed 20260702),
bg_1114,background,chr9,124498500,124498,uniform random atlas bin (seed 20260702),
